sid,stream,name,mob_no,email,gender,x_perc,xii_perc,cet_perc,physics_xii,chem_xii,maths_xii,jee_perc,father_name,father_occupation,mother_name,mother_occupation,parent_income,pincode,year,sector,quota
20211100102,EXTC,Gary Lopez,9867751761,garylopez@gmail.com,M,74.28,84.49,43.96,61.18,98.65,65.35,9.09,James Page,Insurance risk surveyor,Latoya Haynes,Mental health nurse,721893,400102,2021,constructions,non minority
20211100103,IT,James Gibbs,9987297810,jamesgibbs@gmail.com,M,38.04,69.86,62.55,79.83,87.02,73.27,3.68,Jack Hill,Teaching laboratory technician,Melanie Taylor,Tax adviser,1439304,400078,2021,constructions,non minority
20211100104,MECH,Mark Black,8999371892,markblack@yahoo.com,M,84.69,98.01,83.19,69.89,97.15,85.64,15.53,Brian Case,Quantity surveyor,Sheila Thomas,Animal technologist,840329,400011,2021,constructions,non minority
20211100105,MECH,Joseph Church,9665073957,josephchurch@gmail.com,M,51.45,63.43,87.48,91.2,65.94,75.81,34.28,Christian Cochran,Futures trader,Debbie Cunningham,Building control surveyor,777946,400068,2021,constructions,non minority
20211100106,COMPS,David Gilmore,9867547288,davidgilmore@gmail.com,M,47.28,59.2,37.7,72.06,54.77,71.61,82.98,Jason Edwards,Field trials officer,Nicole Bowen,Associate Professor,1352873,400034,2021,constructions,non minority
20211100107,MECH,Steve Saunders,8999078163,stevesaunders@gmail.com,M,96.58,76.85,0.91,59.07,94.99,90.89,32.48,Dylan Fuller,"Engineer, water",Patricia Davis,Historic buildings inspector/conservation officer,359220,400031,2021,constructions,non minority
20211100108,IT,Christopher Martin,7738926397,christophermartin@yahoo.com,M,79.57,53.4,72.26,70.1,77.75,57.56,70.65,Christopher Fowler,Film/video editor,Traci Rogers,"Restaurant manager, fast food",1369116,400019,2021,constructions,non minority
20211100109,IT,Kevin Evans,8999456149,kevinevans@hotmail.com,M,81.71,79.47,31.3,87.81,99.83,54.63,27.81,Tim Simpson,Chartered legal executive (England and Wales),Tracy Kim,Print production planner,275589,400101,2021,constructions,non minority
20211100110,COMPS,Paul Clayton,9967422961,paulclayton@gmail.com,M,62.25,79.39,72.59,86.7,97.61,73.17,11.53,Bradley Hart,"Surveyor, commercial/residential",Erica Fox,Ambulance person,964027,400003,2021,constructions,non minority
20211100111,EXTC,Kimberly Robinson,9892511258,kimberlyrobinson@gmail.com,F,80.22,94.11,8.35,55.41,92.2,60.34,5.64,Anthony Hampton,Nutritional therapist,Linda Calderon,Web designer,477472,400088,2021,constructions,non minority
20211100112,IT,Tammy Solomon,9892545828,tammysolomon@hotmail.com,F,60.24,99.03,25.97,96.49,70.18,93.1,75.72,Matthew Li,"Civil engineer, contracting",Courtney Hobbs,Medical secretary,954655,400056,2021,constructions,non minority
20211100113,COMPS,Kristi Lopez,9892593202,kristilopez@yahoo.com,F,50.23,56.02,41.54,54.23,92.61,92.18,73.68,Wesley Davis,"Teacher, special educational needs",Katelyn Mills,Landscape architect,1455913,400035,2021,constructions,non minority
20211100114,COMPS,Justin Cordova,9665373484,justincordova@gmail.com,M,67.16,85.46,17.35,90.72,94.81,53.62,76.72,Andrew Garcia,Dance movement psychotherapist,Donna Barry,Dispensing optician,751652,400023,2021,constructions,non minority
20211100115,IT,Jeffrey Mitchell,9987627646,jeffreymitchell@gmail.com,M,48.64,87.15,32.14,73.01,81.54,71.23,23.65,Samuel Robles,"Clinical scientist, histocompatibility and immunogenetics",Katherine Tate,Fish farm manager,841026,400038,2021,constructions,non minority
20211100116,EXTC,Jesus Jones,7738049696,jesusjones@gmail.com,M,98.6,87.09,3.31,91.74,56.97,63.01,70.96,Michael Cooper,Teaching laboratory technician,Jodi Rojas,Automotive engineer,261212,400096,2021,constructions,non minority
20211100117,COMPS,Katherine Fisher,9867942015,katherinefisher@yahoo.com,F,73.55,68.23,96.1,93.92,90.95,78.01,50.02,Derek George,"Radiographer, therapeutic",Victoria Butler,"Geneticist, molecular",460538,400072,2021,constructions,non minority
20211100118,COMPS,Todd King,9665682799,toddking@hotmail.com,M,48.76,75.1,84.65,95.07,57.63,77.7,22.62,Marvin Schmidt,Accommodation manager,Cynthia Oconnor,Public librarian,806897,400087,2021,constructions,non minority
20211100119,IT,Ricky Lawrence,8999390856,rickylawrence@gmail.com,M,71.66,86.52,73.39,82.75,63.74,73.84,88.84,Sergio Holland,"Conservation officer, nature",Sheryl Williams,Ranger/warden,534745,400077,2021,constructions,non minority
20211100120,COMPS,Charles Martin,9892059363,charlesmartin@yahoo.com,M,69.93,73.27,70.08,68.8,88.11,93.83,21.73,Mr. Jacob Russo,Podiatrist,Annette Johnson,Neurosurgeon,522631,400029,2021,constructions,non minority
20211100121,COMPS,David Nichols,8454828888,davidnichols@gmail.com,M,78.7,65.83,2.58,76.9,82.97,73.83,68.69,Randy Peters,Computer games developer,Stephanie Hart,Fast food restaurant manager,239067,400010,2021,constructions,non minority
20211100122,EXTC,Ryan Herrera,9665128143,ryanherrera@yahoo.com,M,61.87,70.4,18.14,90.33,83.07,81.1,48.29,William Cantrell,"Conservation officer, historic buildings",Erin Williams,Editorial assistant,235888,400052,2021,manufacturing,non minority
20211100123,IT,Jamie Smith,9892951543,jamiesmith@gmail.com,F,67.5,88.89,98.61,97.43,70.87,82.91,5.81,Justin Maxwell,Banker,Kathleen Rhodes,Sports development officer,1125557,400048,2021,manufacturing,non minority
20211100124,MECH,Jessica Thompson,8452896998,jessicathompson@gmail.com,F,39.81,70.66,84.9,82.81,51.57,56.74,43.59,Jeremy Thompson,Armed forces technical officer,Penny Martinez,Print production planner,228258,400100,2021,manufacturing,non minority
20211100125,MECH,Michael Proctor,9987251256,michaelproctor@gmail.com,M,88.73,53.6,32.08,52.96,77.84,62.04,33.77,Alex Collins,Theme park manager,Kimberly Reynolds,Solicitor,1030185,400019,2021,manufacturing,non minority
20211100126,MECH,Justin Hernandez,9665357879,justinhernandez@gmail.com,M,56.4,91.84,52.37,80.18,92.41,86.19,25.28,Kevin Vasquez,Printmaker,Cynthia Green,"Research officer, political party",1133611,400074,2021,manufacturing,non minority
20211100127,IT,Christopher Miller,9967347528,christophermiller@gmail.com,M,52.31,79.51,55.08,84.01,54.03,69.32,71.03,Nicholas Allison,Chief Operating Officer,Stephanie Turner,"Accountant, chartered certified",647561,400018,2021,manufacturing,non minority
20211100128,IT,James Brown,9967769065,jamesbrown@gmail.com,M,90.14,61.65,59.95,94.4,79.35,93.11,23.69,Ryan Rodriguez,Stage manager,Kristina Shelton,"Scientist, research (medical)",931062,400051,2021,manufacturing,non minority
20211100129,EXTC,Nicole Stone,9665680810,nicolestone@hotmail.com,F,67.09,55.11,86.83,60.75,79.87,82.6,82.19,Darrell Roy,Chemical engineer,Sierra Parker,"Journalist, newspaper",1283434,400057,2021,manufacturing,non minority
20211100130,COMPS,James Sandoval,9004729093,jamessandoval@yahoo.com,M,95.91,96.13,88.26,93.57,67.84,59.89,35.08,Christopher Jones,Geoscientist,Carrie Munoz,Advertising account planner,1490240,400093,2021,manufacturing,non minority
20211100131,EXTC,Brian Stewart,9867959831,brianstewart@yahoo.com,M,38.04,95.11,36.33,85.77,83.54,98.4,44.46,Sean Duran,Camera operator,Tiffany Miller,Camera operator,1288959,400080,2021,manufacturing,non minority
20211100132,IT,Michelle Herman,9665769845,michelleherman@gmail.com,F,60.83,98.54,8.02,66.58,77.83,61.85,83.93,Daniel Jackson,Applications developer,Lisa Chase,"Solicitor, Scotland",506256,400036,2021,manufacturing,non minority
20211100133,EXTC,Margaret Simpson,9987938697,margaretsimpson@gmail.com,F,47.98,71.56,68.05,93.48,81.2,59.56,68.09,David Greene,Travel agency manager,Alicia Martinez,Catering manager,766681,400007,2021,manufacturing,non minority
20211100134,EXTC,Joe Lawrence,9004266781,joelawrence@yahoo.com,M,58.11,93.93,75.54,58.61,55.87,89.35,37.71,Robert Zavala,"Engineer, materials",Chelsea Austin,Tourist information centre manager,373465,400102,2021,manufacturing,non minority
20211100135,MECH,Crystal Kelley,9892867400,crystalkelley@hotmail.com,F,78.15,67.07,19.84,99.65,57.92,88.31,3.43,Dylan Davis,Multimedia programmer,Casey Thornton,"Surveyor, quantity",1042725,400005,2021,manufacturing,non minority
20211100136,COMPS,Robert Simmons,9987053146,robertsimmons@hotmail.com,M,58.71,94.6,66.18,95.56,61.19,92.25,52.09,David Williams,Purchasing manager,Brittany Lee,"Scientist, research (medical)",604715,400020,2021,manufacturing,non minority
20211100137,COMPS,Christina Long,9892715351,christinalong@yahoo.com,F,96.18,52.22,51.08,66.02,56.42,67.56,81.6,Robert Davis,Physiological scientist,Linda Harris,Environmental consultant,1457511,400049,2021,manufacturing,non minority
20211100138,EXTC,Teresa Beck,9987524215,teresabeck@gmail.com,F,60.14,92.58,9.67,92.78,80.6,88.82,47.54,Ronald Guzman,Site engineer,Tracy Brown,Lawyer,1324750,400034,2021,information technology,non minority
20211100139,IT,Jamie Miller,7738221609,jamiemiller@gmail.com,M,71.91,97.47,70.25,90.79,76.07,60.6,17.73,John Forbes,Arboriculturist,Melissa Sanchez,Secretary/administrator,563857,400003,2021,information technology,non minority
20211100140,COMPS,Austin Novak,8452988202,austinnovak@gmail.com,M,45.74,61.68,62.98,50.8,54.75,79.5,41.97,Bradley Reyes,Social worker,Cindy Hogan,"Engineer, building services",1218812,400102,2021,information technology,non minority
20211100141,EXTC,Daniel Moses,7738887162,danielmoses@yahoo.com,M,51.44,63.81,44.57,99.01,98.49,91.82,16.15,Michael Cain,Television floor manager,Brenda Harris,Environmental manager,1235704,400093,2021,information technology,non minority
20211100142,MECH,Nicholas Lowe,9665796298,nicholaslowe@gmail.com,M,58.86,63.87,28.61,58.15,82.89,96.29,17.04,Steven Rios,Occupational therapist,Courtney Walsh,Network engineer,1327828,400047,2021,information technology,non minority
20211100143,MECH,William Howard PhD,8454910383,williamhowardphd@yahoo.com,M,56.26,90.53,88.73,54.05,65.66,68.86,68.3,Michael Lynch,Insurance risk surveyor,Yvette Ross,Freight forwarder,501115,400055,2021,information technology,non minority
20211100144,MECH,Michael Mathews,9004423590,michaelmathews@gmail.com,M,53.79,76.72,73.94,76.66,79.46,66.8,11.08,Samuel Wilson,Financial planner,Sheena Ramirez,Editorial assistant,548232,400059,2021,information technology,non minority
20211100145,COMPS,Joel Mills,7738770015,joelmills@gmail.com,M,41.74,66.87,50.82,66.98,89.03,85.94,22.29,Christopher Wilkins,Television/film/video producer,Cathy Mcdonald DVM,"Psychologist, occupational",1444054,400067,2021,information technology,non minority
20211100146,EXTC,Barry Shaw,9004650805,barryshaw@gmail.com,M,78.29,81.43,65.57,59.31,64.22,79.43,18.87,Mr. Randy Benjamin,Regulatory affairs officer,Jeanne Fields,Community arts worker,502130,400096,2021,information technology,non minority
20211100147,IT,Eric Marshall,8454019457,ericmarshall@yahoo.com,M,60.89,98.27,41.43,72.31,97.81,55.24,53.86,Jordan Holt,"Accountant, chartered certified",Alexandra Conley,Police officer,1187426,400023,2021,information technology,non minority
20211100148,MECH,Jane Avila,9892584247,janeavila@gmail.com,F,55.22,72.79,92.24,91.89,93.46,50.7,38.64,Timothy Carter,Television production assistant,Brandy Mendoza,"Teacher, primary school",421723,400023,2021,information technology,non minority
20211100149,COMPS,Peter Bradford,9967291482,peterbradford@gmail.com,M,66.54,81.94,87.76,77.24,86.35,91.79,13.16,Joseph Sanders,Clinical molecular geneticist,Julie Cochran,"Engineer, drilling",298026,400055,2021,information technology,non minority
20211100150,MECH,Jaime Carlson,9867077646,jaimecarlson@gmail.com,M,70.56,74.79,51.15,79.4,97.26,62.31,60.94,Jesus Miller,Occupational hygienist,Andrea Johnson,Site engineer,370301,400044,2021,information technology,non minority
20211100151,EXTC,Joseph Pittman,7738352218,josephpittman@gmail.com,M,77.5,65.3,43.49,95.4,61.4,88.22,8.63,Kevin Martinez,Legal secretary,Terri Rice,Medical technical officer,1236814,400031,2021,information technology,non minority
20211100152,EXTC,Mark Hubbard,8454919232,markhubbard@yahoo.com,M,91.72,67.15,37.75,56.6,59.4,63.41,69.46,Hector Miles,Phytotherapist,Mrs. Eileen Hayes,"Teacher, adult education",1244443,400014,2021,information technology,non minority
20211100153,IT,Brett Hayes,9867627898,bretthayes@gmail.com,M,93.71,90.29,2.49,66.34,95.83,97.05,19.04,Tyler Wallace,Health service manager,Yesenia Lewis,Scientific laboratory technician,289602,400030,2021,information technology,non minority
20211100154,COMPS,Ruben Keller,9665749531,rubenkeller@gmail.com,M,53.02,74.46,10.23,78.39,54.97,72.38,74.04,Joshua Ward,Neurosurgeon,Brittany Deleon,"Development worker, community",1106681,400061,2021,information technology,non minority
20211100155,IT,Angelica Stanley,9987089311,angelicastanley@gmail.com,F,88.58,84.16,31.54,91.47,66.68,92.49,70.22,Andrew Rodriguez,"Biochemist, clinical",Tammy Mcdonald,Medical laboratory scientific officer,1178406,400007,2021,information technology,non minority
20211100156,EXTC,Nathan Jackson,9004039555,nathanjackson@yahoo.com,M,90.32,61.37,63.46,78.29,91.91,70.12,40.72,John Chung,Airline pilot,Rebecca Ross,Clinical research associate,849265,400014,2021,trade transport and hotels,non minority
20211100157,MECH,Eric Schroeder,9987248848,ericschroeder@gmail.com,M,44.35,69.69,67.07,51.27,73.42,81.73,66.95,Craig Schneider,"Scientist, clinical (histocompatibility and immunogenetics)",Rhonda Williams,Systems developer,628391,400044,2021,trade transport and hotels,non minority
20211100158,MECH,Jay Blanchard,9665052670,jayblanchard@yahoo.com,M,51.75,59.49,91.62,85.14,53.9,66.44,29.34,Brian Palmer,Chartered public finance accountant,Jade Green,Government social research officer,464449,400046,2021,trade transport and hotels,non minority
20211100159,IT,Melanie Ford,9987399871,melanieford@gmail.com,F,70.94,64.47,95.17,71.38,88.54,76.39,76.41,Daniel Walker,Commissioning editor,Dana Logan,Restaurant manager,1172686,400011,2021,trade transport and hotels,non minority
20211100160,MECH,Megan Nelson,9867268416,megannelson@gmail.com,F,36.48,72.84,56.44,85.9,71.09,84.26,82.24,George West,"Engineer, electrical",Nicole Brown,Barrister's clerk,115911,400036,2021,trade transport and hotels,non minority
20211100161,COMPS,John King,9967456850,johnking@hotmail.com,M,89,79.48,42.97,72.56,73.24,64,80.91,Aaron Cunningham,"Teacher, secondary school",Tiffany Ballard,"Surveyor, minerals",1405757,400069,2021,trade transport and hotels,non minority
20211100162,MECH,Brooke Carr,9967479690,brookecarr@gmail.com,F,41.46,55.24,27.28,82.05,74.64,80.17,10.92,Andrew Wright,Exhibition designer,Jillian Maynard,Commissioning editor,977999,400070,2021,trade transport and hotels,non minority
20211100163,COMPS,Melinda Murillo,9892091298,melindamurillo@gmail.com,F,95.19,90.3,71.81,79.41,82.75,54.49,66.08,Robert Young,Dealer,Christine Watson,Banker,394184,400052,2021,trade transport and hotels,non minority
20211100164,MECH,Matthew Wang,7738513085,matthewwang@gmail.com,M,65,60.46,20.93,51.09,93.7,77.65,75.7,Richard Kent,Water engineer,Cathy Welch,Systems analyst,1246839,400099,2021,trade transport and hotels,non minority
20211100165,IT,Connie Proctor,8999790132,connieproctor@gmail.com,F,98.41,83.05,21.5,58.75,68.83,70.46,36.03,Matthew Young,"Nurse, adult",Yvette Mills,Research scientist (medical),955885,400090,2021,trade transport and hotels,non minority
20211100166,IT,Nathaniel Harris MD,9987854433,nathanielharrismd@gmail.com,M,35.99,85.75,44.32,61.25,67.31,87.69,24.92,Chase Williams,Clothing/textile technologist,Megan Johnson,Meteorologist,1184801,400021,2021,trade transport and hotels,non minority
20211100167,MECH,Bob Farmer,9987925273,bobfarmer@yahoo.com,M,70.21,87.76,16.53,98.84,79.2,73.33,11.81,Kevin Robinson Jr.,"Therapist, art",Elizabeth Stewart,Government social research officer,705915,400016,2021,trade transport and hotels,non minority
20211100168,EXTC,Christopher Baker,9665019022,christopherbaker@gmail.com,M,84.22,63.57,44.86,75.81,80.93,91.85,30.62,Jason Long,"Engineer, communications",Dr. Janice Wright MD,"Accountant, chartered certified",132033,400088,2021,trade transport and hotels,non minority
20211100169,EXTC,Jennifer Fernandez PhD,9004568942,jenniferfernandezphd@hotmail.com,F,65.42,55.75,55.33,94.08,59.44,51.49,37.35,Colin Gomez,Freight forwarder,Sherry Dean,Architectural technologist,370204,400097,2021,trade transport and hotels,non minority
20211100170,EXTC,Jay Griffin,9004788521,jaygriffin@gmail.com,M,98.49,85.41,48.72,79.13,62.38,77.99,48.39,Kyle Riley,Conference centre manager,Katie Combs,Academic librarian,1403633,400030,2021,trade transport and hotels,non minority
20211100171,IT,John Richardson,8454970865,johnrichardson@gmail.com,M,53.64,54.51,71.15,90.65,98.22,90.06,17.69,Peter Liu,Petroleum engineer,Elaine Howard,"Geologist, engineering",288592,400034,2021,trade transport and hotels,non minority
20211100172,IT,Patricia Benton,8454858898,patriciabenton@gmail.com,F,95.97,65.11,52.68,68.01,70.6,65.63,15.03,Christopher Kim,Production manager,Amanda Heath,Retail banker,590870,400034,2021,trade transport and hotels,non minority
20211100173,IT,James Pena DDS,8452025884,jamespenadds@gmail.com,M,48.76,51.59,67.73,54.46,67.49,65.15,27.85,Mario Sullivan,Advertising account planner,Theresa Clark,Local government officer,178194,400022,2021,trade transport and hotels,non minority
20211100174,IT,Gregory Perry,7738475082,gregoryperry@gmail.com,M,89.42,93.54,26.97,59.94,79.13,61.68,32.13,Jacob Freeman,"Engineer, energy",Samantha Williams,Recruitment consultant,627692,400067,2021,trade transport and hotels,non minority
20211100175,COMPS,Christopher Rodriguez,8451989341,christopherrodriguez@yahoo.com,M,84.66,52.59,1.2,63.4,78.2,74.95,1.92,Benjamin Barker,Water quality scientist,Katie Delgado,Social worker,412260,400018,2021,trade transport and hotels,non minority
